所属动漫,视频标题,播放量,弹幕数,收藏数,UP主,标签,bvid,url
长安三万里,"<em class=""keyword"">诗仙</em>的随口一吟，便是后世无法超越的存在！",88540,50,782,荒草音乐,"中国风,古装,诗词,李白,影视剪辑,辛柏青,诗仙,妖猫传,长安三万里,新剧好剧一起看,开启暑假的100种方式",BV1814y197GL,https://www.bilibili.com/video/BV1814y197GL
长安三万里,《长安三万里》|“我本桀骜少年臣，不信鬼神不信人”,515200,317,8830,福克纳ai,"杜甫,少年,长安,李白,混剪,影视剪辑,高适,让酒,长安三万里,我在B站看动画节",BV1614y1z7yr,https://www.bilibili.com/video/BV1614y1z7yr
长安三万里,《长安三万里》正片古诗「纯享版」,395079,470,7201,薄荷在哪里,"电影,李白,古诗,影视剪辑,高适,长安三万里",BV15u4y1t71B,https://www.bilibili.com/video/BV15u4y1t71B
长安三万里,【长安三万里】诗词混剪—“我有了一首诗，我要给大家，以诗助兴”,200950,589,4500,卿云有点困,"古风,国漫,李白,唐诗,影视剪辑,古风混剪,长安三万里,神仙剪刀手,影视神仙剪刀手",BV1Gg4y197k8,https://www.bilibili.com/video/BV1Gg4y197k8
长安三万里,杜甫居然是李白的头号粉丝,5043353,67,114995,三脚猫燃剪,"杜甫,剪辑,李白,影视剪辑,长安三万里",BV1ss4y1y74Z,https://www.bilibili.com/video/BV1ss4y1y74Z
长安三万里,世上疮痍，诗中圣哲；民间疾苦，笔底波澜 ——【长安三万里】,12535,3,190,那菈剪辑,"国产,杜甫,动画电影,电影剪辑,李白,影视剪辑,长安三万里,长安三万里大唐欢迎你",BV1bP411k7hv,https://www.bilibili.com/video/BV1bP411k7hv
长安三万里,杜甫居然是李白的头号粉丝,5043353,67,114995,三脚猫燃剪,"杜甫,剪辑,李白,影视剪辑,长安三万里",BV1ss4y1y74Z,https://www.bilibili.com/video/BV1ss4y1y74Z
长安三万里,"【<em class=""keyword"">长安三万里</em>|李白高适友情向同人手书】City Of Stars",95033,171,7493,叶桦耶,"手书,李白,历史同人,高适,长安三万里",BV1oN411h7zZ,https://www.bilibili.com/video/BV1oN411h7zZ
长安三万里,"<em class=""keyword"">长安三万里</em>，隔江跳舞纯享版",50752,9,644,Mindusty_0vQ,"舞蹈,剪辑,跳舞,长安三万里,记录动漫深刻瞬间",BV1sM411Q7qB,https://www.bilibili.com/video/BV1sM411Q7qB
长安三万里,"被《<em class=""keyword"">长安三万里</em>》整破防了",102649,116,468,枫烨叶耶,"电影,动画电影,电视剧,长安,李白,影视剪辑,影评杂谈,破防,影视热点观察,长安三万里,开启暑假的100种方式",BV1c8411S7Yq,https://www.bilibili.com/video/BV1c8411S7Yq
长安三万里,"【<em class=""keyword"">长安三万里</em>×民乐版Golden Hour】“盛唐即使破碎也掷地有声”",89896,220,4266,潜行莎士比亚,"动画电影,大唐,李白,混剪,影视剪辑,台词向,高适,长安三万里,Golden hour,长安三万里大唐欢迎你",BV1tm4y1L7LB,https://www.bilibili.com/video/BV1tm4y1L7LB
长安三万里,"【点播「<em class=""keyword"">长安三万里</em>」///reaction】“轻舟已过万重山”",42646,187,224,草莓小圆子-,"REACTION,轻舟,长安三万里,这就是混剪,影视神仙剪刀手",BV1nHgQzxEa6,https://www.bilibili.com/video/BV1nHgQzxEa6
长安三万里,"<em class=""keyword"">长安三万里</em>｜群像混剪｜轻舟已过万重山",14495,0,344,浮舟吟宴惊鹊枝,"群像,混剪,影视剪辑,长安三万里",BV1ga4y1r78i,https://www.bilibili.com/video/BV1ga4y1r78i
长安三万里,"<em class=""keyword"">长安三万里</em>×万象<em class=""keyword"">长安</em>|“寸心所系，此处<em class=""keyword"">长安</em>”",286110,588,7754,宇航2333,"电影,剪辑,凤凰传奇,剑网3,长安,混剪,影视剪辑,万象长安,长安三万里,新剧好剧一起看,开启暑假的100种方式",BV1ZP411e7gX,https://www.bilibili.com/video/BV1ZP411e7gX
长安三万里,"《<em class=""keyword"">长安三万里</em>》|“我本桀骜少年臣，不信鬼神不信人”",515200,317,8830,福克纳ai,"杜甫,少年,长安,李白,混剪,影视剪辑,高适,让酒,长安三万里,我在B站看动画节",BV1614y1z7yr,https://www.bilibili.com/video/BV1614y1z7yr
长安三万里,"华流才是真顶流！东方美学就是坠吊的！<em class=""keyword"">长安三万里</em>×水龙吟",175781,117,2365,一只加油鸭の,"国漫,影视剪辑,东方美学,追光,长安三万里,长安三万里大唐欢迎你",BV1E14y1d7qX,https://www.bilibili.com/video/BV1E14y1d7qX
长安三万里,"<em class=""keyword"">长安三万里</em>哥舒翰诗",33629,6,74,木ヾ非殿,"经典电影,电影剪辑,影视剪辑,哥舒翰,高适,哥舒歌,长安三万里,南风知我意二创大赛",BV1ta4y1X7TX,https://www.bilibili.com/video/BV1ta4y1X7TX
长安三万里,"“盛世<em class=""keyword"">长安</em>，群英荟萃”<em class=""keyword"">长安三万里</em>混剪  一世心上<em class=""keyword"">长安</em>",1859,0,20,绛衣雪尘jl,"混剪,影视剪辑,长安三万里",BV1ryxTejET2,https://www.bilibili.com/video/BV1ryxTejET2
长安三万里,"<em class=""keyword"">长安三万里</em>诗集合",4773951,21,195938,三脚猫燃剪,"合集,古风,电视剧,影视剪辑,长安三万里",BV1L14y1R7rd,https://www.bilibili.com/video/BV1L14y1R7rd
长安三万里,"【李白×高适】后来，他一直在诗中寻你，<em class=""keyword"">长安三万里</em>。",31514,166,427,英缘木,"感人,友情,李白,影视剪辑,高适,长安三万里,长安三万里大唐欢迎你",BV1TF41197V9,https://www.bilibili.com/video/BV1TF41197V9
长安三万里,"<em class=""keyword"">长安三万里</em>，李白《将进酒》",13425,19,42,奇妙冒泡v,"古风,剪辑,国漫,李白,影视剪辑,必剪创作,长安三万里",BV1QM411S7Lv,https://www.bilibili.com/video/BV1QM411S7Lv
长安三万里,"<em class=""keyword"">长安三万里</em>【电影解说】一剪到底 一次看个够",10005,1,63,小破站丶李逍遥,"电影,影视剪辑,电影解说,一剪到底,长安三万里",BV1ze41167Vs,https://www.bilibili.com/video/BV1ze41167Vs
长安三万里,"<em class=""keyword"">长安三万里</em>-大唐女子图鉴",38416,2,302,一只雪梨SherryLynn,"唐朝,国漫,长安,美人,扬州,影视剪辑,追光动漫,长安三万里,循迹琵琶版,神仙剪刀手,影视神仙剪刀手",BV1pj411x7Xe,https://www.bilibili.com/video/BV1pj411x7Xe
长安三万里,"“人生短暂，知己难遇…”｜<em class=""keyword"">长安三万里</em>·李白和高适的神仙友谊",107013,117,4797,wink-烨,"电影,唐朝,国漫,李白,影视剪辑,追光动画,高适,神仙友谊,长安三万里,电影长安三万里,长安三万里大唐欢迎你",BV1SN411S7wR,https://www.bilibili.com/video/BV1SN411S7wR
长安三万里,"<em class=""keyword"">长安三万里</em>—王维",46868,3,105,君君杰睿,"电影,唐朝,国漫,长安,相思,影视剪辑,王维,长安三万里",BV1tg4y1w785,https://www.bilibili.com/video/BV1tg4y1w785
长安三万里,"&quot;古来圣贤皆寂寞，惟有饮者留其名&quot;—<em class=""keyword"">长安三万里</em>",11747,4,108,AGR星河,"原创,古风,混剪,影视剪辑,长安三万里",BV1AX4y1Y7rh,https://www.bilibili.com/video/BV1AX4y1Y7rh
长安三万里,"我本将心向明月·<em class=""keyword"">长安三万里</em>·高适X李白（这首歌真是太上头啦！）",31401,123,671,蘇小鱼爱喵喵,"古风,国漫,李白,影视剪辑,追光动画,高适,必剪创作,我本将心向明月,王朝1982,电影长安三万里,长安三万里大唐欢迎你",BV16M4y1j7a7,https://www.bilibili.com/video/BV16M4y1j7a7
长安三万里,"莫愁前路无知己【<em class=""keyword"">长安三万里</em>】×【别董大】",10455,0,111,泰山种豆徐霞客,"国漫,凤凰传奇,大唐,李白,混剪,知己,高适,追光,别董大,长安三万里",BV1i94y1B7Ly,https://www.bilibili.com/video/BV1i94y1B7Ly
长安三万里,"<em class=""keyword"">长安三万里</em> | 长安城中多的是怀才不遇",2361,0,26,cbskjchqucnzncic,"国漫,长安,李白,影视剪辑,高适,长安三万里,影视神仙剪刀手,神仙剪刀手6.0",BV1b3mZYBEtW,https://www.bilibili.com/video/BV1b3mZYBEtW
长安三万里,"“眼一闭心狂跳，我一跃万丈高！”【<em class=""keyword"">长安三万里</em>/李白/半山腰】",39613,3,1575,银河藏进蔷薇里,"古风,剪辑,李白,影视剪辑,长安三万里,长安三万里大唐欢迎你",BV1Jh4y1f7iW,https://www.bilibili.com/video/BV1Jh4y1f7iW
长安三万里,"&quot;古来圣贤皆寂寞，惟有饮者留其名&quot;—<em class=""keyword"">长安三万里</em>",11747,4,108,AGR星河,"原创,古风,混剪,影视剪辑,长安三万里",BV1AX4y1Y7rh,https://www.bilibili.com/video/BV1AX4y1Y7rh
长安三万里,"《<em class=""keyword"">长安三万里</em>》李白《将进酒》",43543,5,421,剧荒许愿池,"动画,动漫,古风,剪辑,国漫,长安,李白,影视剪辑,长安三万里,新剧好剧一起看,开启暑假的100种方式",BV1iP411z7YH,https://www.bilibili.com/video/BV1iP411z7YH
长安三万里,"诗在，<em class=""keyword"">长安</em>就在【<em class=""keyword"">长安三万里</em>】",9623,84,125,一只奇异绒,"国产,古风,大唐,李白,影视剪辑,追光,长安三万里,长安三万里大唐欢迎你",BV1FV411T7jm,https://www.bilibili.com/video/BV1FV411T7jm
长安三万里,"<em class=""keyword"">长安三万里</em>",82102,8,341,啊峰不摆烂,"国产,电影,电影剪辑,影视剪辑,长安三万里,电影长安三万里,长安三万里大唐欢迎你",BV1Gu4y1S7qb,https://www.bilibili.com/video/BV1Gu4y1S7qb
长安三万里,"<em class=""keyword"">长安三万里</em> | 长安城中多的是怀才不遇",2361,0,26,cbskjchqucnzncic,"国漫,长安,李白,影视剪辑,高适,长安三万里,影视神仙剪刀手,神仙剪刀手6.0",BV1b3mZYBEtW,https://www.bilibili.com/video/BV1b3mZYBEtW
长安三万里,"莫愁前路无知己【<em class=""keyword"">长安三万里</em>】×【别董大】",10455,0,111,泰山种豆徐霞客,"国漫,凤凰传奇,大唐,李白,混剪,知己,高适,追光,别董大,长安三万里",BV1i94y1B7Ly,https://www.bilibili.com/video/BV1i94y1B7Ly
长安三万里,"&quot;四舞演绎<em class=""keyword"">长安三万里</em>：大唐风貌重现&quot;",11008,0,47,翔哥翔翔翔,"舞蹈,电影,古风,中国风,大唐,必剪创作,长安三万里,这个MAD真厉害,动画嘉年华·2023夏梦群响",BV1p14y167wX,https://www.bilibili.com/video/BV1p14y167wX
长安三万里,"【<em class=""keyword"">长安三万里</em>×谪仙】看尽天下何人可似他无忧【李白】",33067,122,640,爱发光的菌子,"电影,古风,国漫,李白,唐诗,影视剪辑,谪仙,诗仙,长安三万里,电影长安三万里,长安三万里大唐欢迎你",BV1iX4y1a7Zq,https://www.bilibili.com/video/BV1iX4y1a7Zq
长安三万里,"<em class=""keyword"">长安三万里</em>",3690,0,27,尔月尔箓,"长安,电影剪辑,影视剪辑,长安三万里",BV11x4y167Xk,https://www.bilibili.com/video/BV11x4y167Xk
长安三万里,"&quot;四舞演绎<em class=""keyword"">长安三万里</em>：大唐风貌重现&quot;",11008,0,47,翔哥翔翔翔,"舞蹈,电影,古风,中国风,大唐,必剪创作,长安三万里,这个MAD真厉害,动画嘉年华·2023夏梦群响",BV1p14y167wX,https://www.bilibili.com/video/BV1p14y167wX
长安三万里,"&quot;莫愁前路无知己.  天上下谁人不识君&quot;我们的人生   能有几个人知己！！！《<em class=""keyword"">长安三万里</em>》",6056,0,37,枫叶S剪辑,"人生,知己,影视剪辑,天上,长安三万里",BV1ma4y1c7a9,https://www.bilibili.com/video/BV1ma4y1c7a9
长安三万里,"<em class=""keyword"">长安三万里</em> | 长安城中多的是怀才不遇",2361,0,26,cbskjchqucnzncic,"国漫,长安,李白,影视剪辑,高适,长安三万里,影视神仙剪刀手,神仙剪刀手6.0",BV1b3mZYBEtW,https://www.bilibili.com/video/BV1b3mZYBEtW
长安三万里,"<em class=""keyword"">长安三万里</em>！看了绝对不后悔！完整版！！",2166,0,1,账号已注销,"动漫,国产,电影,完整版,电影剪辑,影视剪辑,必剪创作,长安三万里,电影长安三万里,长安三万里大唐欢迎你",BV1GV4y1t7WP,https://www.bilibili.com/video/BV1GV4y1t7WP
长安三万里,"莫愁前路无知己【<em class=""keyword"">长安三万里</em>】×【别董大】",10455,0,111,泰山种豆徐霞客,"国漫,凤凰传奇,大唐,李白,混剪,知己,高适,追光,别董大,长安三万里",BV1i94y1B7Ly,https://www.bilibili.com/video/BV1i94y1B7Ly
长安三万里,"&quot;古来圣贤皆寂寞，惟有饮者留其名&quot;—<em class=""keyword"">长安三万里</em>",11747,4,108,AGR星河,"原创,古风,混剪,影视剪辑,长安三万里",BV1AX4y1Y7rh,https://www.bilibili.com/video/BV1AX4y1Y7rh
长安三万里,＂父亲壮年而逝，永远成为李白的遗憾＂,1043994,3,25645,三脚猫燃剪,"李白,遗憾,影视剪辑,长安三万里",BV1nh411P7tX,https://www.bilibili.com/video/BV1nh411P7tX
长安三万里,＂父亲壮年而逝，永远成为李白的遗憾＂,1043994,3,25645,三脚猫燃剪,"李白,遗憾,影视剪辑,长安三万里",BV1nh411P7tX,https://www.bilibili.com/video/BV1nh411P7tX
长安三万里,"【<em class=""keyword"">长安三万里</em>丨人物群像超燃混剪】",18320,3,456,南尘君,"人物,国漫,超燃,长安,高燃,群像,混剪,必剪创作,长安三万里,电影长安三万里,长安三万里大唐欢迎你",BV1bu4y1m7Qs,https://www.bilibili.com/video/BV1bu4y1m7Qs
长安三万里,"【<em class=""keyword"">长安三万里</em>】【李白】“轻舟已过万重山”",3243,0,25,我家有萌喵,"电影剪辑,李白,4K,live,长安三万里,音乐4K计划,4K画质挑战大赛",BV1ZhQ5YzEXj,https://www.bilibili.com/video/BV1ZhQ5YzEXj
长安三万里,"电影《<em class=""keyword"">长安三万里</em>》中出现的48首古诗合集，你会背几首？",170027,82,3397,雷探长没去过星巴克,"电影,长安,诗词,唐诗,古诗,影视剪辑,长安三万里,长安三万里大唐欢迎你",BV1yN411S7RH,https://www.bilibili.com/video/BV1yN411S7RH
长安三万里,"【周深浮光X<em class=""keyword"">长安三万里</em>】人生三万天，<em class=""keyword"">长安三万里</em>",5689,4,103,剪剪剪剪剪你个头,"剪辑,影视剪辑,周深,浮光,长安三万里,影视神仙剪刀手,神仙剪刀手2.0",BV1Pp4y1R7eF,https://www.bilibili.com/video/BV1Pp4y1R7eF
长安三万里,"华流才是真顶流！东方美学就是坠吊的！<em class=""keyword"">长安三万里</em>×水龙吟",175781,117,2365,一只加油鸭の,"国漫,影视剪辑,东方美学,追光,长安三万里,长安三万里大唐欢迎你",BV1E14y1d7qX,https://www.bilibili.com/video/BV1E14y1d7qX
长安三万里,"这三支舞看完之后，你就会明白大唐的绚美之处～电影<em class=""keyword"">长安三万里</em>",15067,3,153,翔哥翔翔翔,"舞蹈,古风,中国风,大唐,长安三万里,这个MAD真厉害,动画嘉年华·2023夏梦群响",BV16h4y1j7mo,https://www.bilibili.com/video/BV16h4y1j7mo
长安三万里,追光NB!!!李白好像从唐诗里走了出来！极致的诗意美学每一帧都是大唐独有的浪漫！！,388613,362,2469,我不困你们睡ba,"唯美,大唐,美学,李白,诗意,影视剪辑,高适,追光,长安三万里,长安三万里大唐欢迎你",BV1a8411D7v1,https://www.bilibili.com/video/BV1a8411D7v1
长安三万里,追光NB!!!李白好像从唐诗里走了出来！极致的诗意美学每一帧都是大唐独有的浪漫！！,388613,362,2469,我不困你们睡ba,"唯美,大唐,美学,李白,诗意,影视剪辑,高适,追光,长安三万里,长安三万里大唐欢迎你",BV1a8411D7v1,https://www.bilibili.com/video/BV1a8411D7v1
长安三万里,“我李白的才华 抵着上一万个相识 一亿个情谊”,1674857,50,62997,三脚猫燃剪,"剪辑,李白,影视剪辑,情谊,才华,长安三万里",BV1EX4y147FY,https://www.bilibili.com/video/BV1EX4y147FY
长安三万里,"【<em class=""keyword"">长安三万里</em>】“你我正值这盛世！当为大鹏！”",22946,7,324,Disney的莎娜儿,"电影,剪辑,长安三万里,神仙剪刀手,影视神仙剪刀手",BV11z4y1G7tT,https://www.bilibili.com/video/BV11z4y1G7tT
长安三万里,"“天下事无所不难，我李白要做就要做最难的事！”【<em class=""keyword"">长安三万里</em>】",20570,31,219,CD猪皮,"国漫,长安,诗词,李白,将进酒,唐诗,影视剪辑,高适,追光,长安三万里",BV1TN4y1e7FY,https://www.bilibili.com/video/BV1TN4y1e7FY
长安三万里,"〖水龙吟/<em class=""keyword"">长安三万里</em>〗汉家烟尘在东北，汉将辞家破残贼",25182,7,324,踹那什么来着-_-,"剪辑,唐朝,李白,影视剪辑,水龙吟,高适,长安三万里",BV1mV4y1v7zg,https://www.bilibili.com/video/BV1mV4y1v7zg
长安三万里,杜甫高适20多年后再相见，第一件事竟然是去追星李白,300245,85,2146,毛豆酱の,"电影,杜甫,唐朝,李白,影视剪辑,相见,长安三万里",BV1iu411a7C2,https://www.bilibili.com/video/BV1iu411a7C2
长安三万里,"&quot;莫愁前路无知己.  天上下谁人不识君&quot;我们的人生   能有几个人知己！！！《<em class=""keyword"">长安三万里</em>》",6056,0,37,枫叶S剪辑,"人生,知己,影视剪辑,天上,长安三万里",BV1ma4y1c7a9,https://www.bilibili.com/video/BV1ma4y1c7a9
长安三万里,"看完《<em class=""keyword"">长安三万里</em>》后果断回来加上霄磊的《莫问少年狂》一起剪了个混剪！一秒带你回大唐！",279,0,1,听云阁-霄磊个站,"混剪,长安三万里",BV1yX4y177TH,https://www.bilibili.com/video/BV1yX4y177TH
长安三万里,"你我身当如此盛世，当为大鹏-《<em class=""keyword"">长安三万里</em>》-李白",17581,4,153,大鹅塔塔开,"长安,大鹏,李白,混剪,长安三万里",BV1c6421M7jJ,https://www.bilibili.com/video/BV1c6421M7jJ
长安三万里,"〖水龙吟/<em class=""keyword"">长安三万里</em>〗汉家烟尘在东北，汉将辞家破残贼",25182,7,324,踹那什么来着-_-,"剪辑,唐朝,李白,影视剪辑,水龙吟,高适,长安三万里",BV1mV4y1v7zg,https://www.bilibili.com/video/BV1mV4y1v7zg
长安三万里,"“天下事无所不难，我李白要做就要做最难的事！”【<em class=""keyword"">长安三万里</em>】",20570,31,219,CD猪皮,"国漫,长安,诗词,李白,将进酒,唐诗,影视剪辑,高适,追光,长安三万里",BV1TN4y1e7FY,https://www.bilibili.com/video/BV1TN4y1e7FY
长安三万里,"《<em class=""keyword"">长安三万里</em>》完整1080P",4349,7,0,伍运昊1225,"完整,1080P,完整版,唐朝,电视剧,影视剪辑,长安三万里,2023最新",BV19X4y177tv,https://www.bilibili.com/video/BV19X4y177tv
长安三万里,"世上疮痍，诗中圣哲；民间疾苦，笔底波澜 ——【<em class=""keyword"">长安三万里</em>】",12535,3,190,那菈剪辑,"国产,杜甫,动画电影,电影剪辑,李白,影视剪辑,长安三万里,长安三万里大唐欢迎你",BV1bP411k7hv,https://www.bilibili.com/video/BV1bP411k7hv
长安三万里,"把李白的《行路难》唱出来，风格和<em class=""keyword"">长安三万里</em>太搭了！",68692,34,1331,陆游的迷弟华石,"古风,国漫,国产电影,李白,唐诗,混剪,古诗词,行路难,长安三万里,电影长安三万里,长安三万里大唐欢迎你",BV17z4y1x7hY,https://www.bilibili.com/video/BV17z4y1x7hY
长安三万里,"很难想象究竟是怎么一个朝代，能诞生这么多诗人，又能写出那么多好的诗来！<em class=""keyword"">长安三万里</em>",91102,2,3649,刘北魚,"杜甫,李白,影视剪辑,长安三万里,动画电影《长安三万里》值得一看吗？",BV1Xh4y1j7yo,https://www.bilibili.com/video/BV1Xh4y1j7yo
长安三万里,"河图《白马入芦花》和电影《<em class=""keyword"">长安三万里</em>》剪辑",3892,3,53,少闲人如吾耳,"古风,剪辑,河图,白马,视频剪辑,芦花,长安三万里",BV1Ey4y1P73N,https://www.bilibili.com/video/BV1Ey4y1P73N
长安三万里,"<em class=""keyword"">长安三万里</em>1080p完整版",9759,0,0,账号已注销,"国产,1080P,唐朝,影视剪辑,长安三万里",BV118411S7d7,https://www.bilibili.com/video/BV118411S7d7
长安三万里,"【<em class=""keyword"">长安三万里</em>/李白】“五花马，千金裘，呼儿将出换美酒，与尔同销万古愁”",16238,2,94,纸鸢歉丝线,"古风,唐朝,长安,李白,影视剪辑,美酒,必剪创作,长安三万里,暑期国漫打卡计划",BV1yP411e7YM,https://www.bilibili.com/video/BV1yP411e7YM
长安三万里,"【<em class=""keyword"">长安三万里</em>】诗词混剪—“我有了一首诗，我要给大家，以诗助兴”",200950,589,4500,卿云有点困,"古风,国漫,李白,唐诗,影视剪辑,古风混剪,长安三万里,神仙剪刀手,影视神仙剪刀手",BV1Gg4y197k8,https://www.bilibili.com/video/BV1Gg4y197k8
长安三万里,"【<em class=""keyword"">长安三万里</em>/李白】“五花马，千金裘，呼儿将出换美酒，与尔同销万古愁”",16238,2,94,纸鸢歉丝线,"古风,唐朝,长安,李白,影视剪辑,美酒,必剪创作,长安三万里,暑期国漫打卡计划",BV1yP411e7YM,https://www.bilibili.com/video/BV1yP411e7YM
