anime,baidu_anime_baidu_anime_sum_log_minmax,baidu_anime_baidu_anime_mean_log_minmax,bilibili_anime_orignaldata_likes_log_minmax,bilibili_anime_orignaldata_coins_log_minmax,bilibili_anime_orignaldata_collections_log_minmax,bilibili_anime_orignaldata_shares_log_minmax,bilibili_anime_orignaldata_followers_log_minmax,bilibili_anime_orignaldata_play_count_log_minmax,bilibili_anime_orignaldata_score_minmax,bilibili_anime_orignaldata_total_rating_count_log_minmax,bilibili_anime_creations_creations_log_minmax,bilibili_anime_creations_videos_log_minmax,bilibili_anime_comments_total_reply_log_minmax,douban_anime_douban_anime_score_x_minmax,douban_anime_douban_anime_votes_douban_log_minmax,douban_anime_douban_anime_comment_count_log_minmax,douban_anime_douban_anime_review_count_log_minmax,douyin_anime_douyin_anime_num_log_minmax,douyin_anime_douyin_anime_likes_log_minmax,douyin_anime_douyin_anime_comments_log_minmax,douyin_anime_douyin_anime_shares_log_minmax,imdb_anime_Sheet1_votes_log_minmax,imdb_anime_Sheet1_rating_minmax,industry_anime_industry_anime_game_count_log_minmax,industry_anime_industry_anime_show_count_log_minmax,industry_anime_industry_anime_work_count_log_minmax,industry_anime_industry_anime_patent_count_log_minmax,tieba_anime_tieba_anime_followers_log_minmax,tieba_anime_tieba_anime_posts_log_minmax,weibo_anime_weibo_anime_posts_minmax
一千零一夜,0.81033902859093,0.6524051602554805,0.22627201492133522,0.1846469575857089,0.2668684435754657,0.21398347449455368,0.17213751395661436,0.27100591051251643,0.0,0.0,0.0,0.11153299856249912,0.20794888954650584,0.37142857142857144,0.8308925668897524,1.0,1.0,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,1.0,0.0,0.5609637906383437,0.43190886735667866,0.95
七侯笔录,0.0,0.20187773557734828,0.6822800104309815,0.6315667459972013,0.6357300922112075,0.6259976075884217,0.6814958830552995,0.6832427531445114,0.7676767676767676,0.552044403259819,0.0,0.3748881934186513,0.6414066579006071,0.7571428571428572,0.0,1.0,0.0,0.3140379474639573,0.3214023813859362,0.2990894161018422,0.31837952523670854,0.0,0.0,1.0,0.0,0.0,0.0,0.12619738359010016,0.09787125221984533,0.35
万剑王座,0.0,0.20187773557734828,0.5719365819963754,0.3688413281134489,0.41576946811792165,0.3025298379922814,0.40787887333016554,0.4737841140968884,0.0,0.0,0.0,0.11153299856249912,0.43185601363213943,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
万古第一废材,,,,,,,,,,,,,,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
万古第一神,0.9230398225702551,0.8589344172177971,0.5626910132770843,0.5043632629349232,0.5471094287291599,0.4225153017670118,0.5332593057501742,0.6260949664584421,0.0,0.0,0.0,0.11153299856249912,0.5198330129053447,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.13896400551613072,0.313282612925532,0.2541020319277585,0.2679139515793022,0.0,0.0,0.0,0.0,1.0,0.0,0.46360627762956447,0.4286182142358319,0.45
万渣朝凰,0.7697696374783497,0.5781007176918582,0.5805332817440131,0.4981743858948298,0.5335297736930663,0.4174657803159636,0.4630064900989014,0.5932011800319537,0.0,0.0,0.0,0.11153299856249912,0.49502160456757477,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,1.0,0.0,0.3906950006121746,0.2950559782826314,0.85
万花世界,,,,,,,,,,,,,,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
三个和尚,0.7453355297331874,0.5333716643856313,0.4372719631058798,0.41252230793821704,0.450768248100664,0.4320726799189469,0.39912997702923114,0.4657990749550075,0.0,0.0,0.0,0.11153299856249912,0.37109522580602966,0.8857142857142859,0.8231011594607108,1.0,1.0,0.13896400551613072,0.2519830216842769,0.2445033749055082,0.30584651660626944,0.0,0.0,1.0,0.20184908658209985,1.0,0.0,0.2578331600072301,0.30630125881939907,0.55
三十六计奇遇记,0.0,0.20187773557734828,0.2637019723296712,0.24512596613693363,0.32665294239789167,0.251122006701275,0.23180432605209608,0.2413562872711868,0.0,0.0,0.0,0.11153299856249912,0.26256656869739636,0.7571428571428572,0.0,0.410364317764617,0.0,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.10873850142317744,0.04215085404037592,0.25
三十六骑,0.7035208156521375,0.45689371564885595,0.7426529732513973,0.7522132430125956,0.7083126560894162,0.6802942452740387,0.7351994272663821,0.744534903458687,0.9696969696969696,0.7098785015693246,0.0,0.11153299856249912,0.7294608341984916,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.6905624895013392,0.47115715017584925,0.5343944643248296,0.3490116975800272,0.0,0.0,1.0,0.0,0.0,0.0,0.18180533921311043,0.1604832615995569,0.85
三十六骑 第一季,,,,,,,,,,,,,,0.8000000000000002,0.5963791370535111,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
三只兔子,0.0,0.20187773557734828,0.39306162318833643,0.28138052019605453,0.4101660921940449,0.2543476604279623,0.24348555685157813,0.4200337297163815,0.0,0.0,0.0,0.7015782894910381,0.3536895307992179,0.7571428571428572,0.0,0.410364317764617,0.0,0.0,0.32182854757017143,0.19871070684643327,0.09268198654117854,0.0,0.0,1.0,0.0,0.0,0.0,0.08413158906006678,0.08430170808075184,0.6
三国演义,0.9424026807833393,0.8944248024264989,0.6183675417633232,0.5474461270335752,0.532182814938168,0.5560486354690944,0.4973189562130141,0.5210896588959486,0.9595959595959596,0.4294598832558417,0.0,0.11153299856249912,0.6458735185038664,0.9857142857142858,0.8518519882532136,1.0,0.983974444213354,0.5515984839852086,0.4473630022951233,0.39389851787864344,0.42389056187144886,0.0,0.0,1.0,0.7469303770589025,1.0,0.0,0.7666982195718244,0.7761095524061508,0.75
不一样的数学故事,0.0,0.20187773557734828,0.433819628632827,0.41321563654556315,0.6329173205186259,0.6373719071728163,0.4283264082488953,0.5060241923705242,0.0,0.0,0.0,0.11153299856249912,0.3472347355733311,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
不一样的科学故事,0.0,0.20187773557734828,0.33189445018690233,0.31519149167457894,0.4993761763859599,0.4923173386461088,0.30045056845277013,0.4109780345697659,0.0,0.0,0.0,0.11153299856249912,0.2653316473130014,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.4515006009694487,0.0,0.0,0.8
不一样的语文故事,0.0,0.20187773557734828,0.37191097506749915,0.3629016761358969,0.5291082937069432,0.5283003080440817,0.32672835360672836,0.43866291144857494,0.0,0.0,0.0,0.11153299856249912,0.23201194198550176,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35
不死不灭,0.7384177730811124,0.5207124384227778,0.7060739046520336,0.6681388816545678,0.6905834075420563,0.6131793518591395,0.7122659489636567,0.7483359119966048,0.5757575757575758,0.6110463847249322,0.0,0.11153299856249912,0.703672216818483,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,1.0,0.0,0.5404381458300276,0.5071610032429893,0.7
不死不灭之少年出山,,,,,,,,,,,,,,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
不白吃古诗词漫游记,0.0,0.20187773557734828,0.7010211567142595,0.598642224325072,0.6980503795131788,0.6407710352687916,0.8534384218781131,0.6864469268751021,0.0,0.0,0.0,0.11153299856249912,0.6319704842973363,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
不白吃话山海经,0.0,0.20187773557734828,0.7012530364059093,0.5716198110199011,0.674280139794404,0.5140710748016815,0.8598320088624549,0.6871665480196049,0.0,0.0,0.0,0.11153299856249912,0.5613850546777304,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
不白吃话山海经 第二季,,,,,,,,,,,,,,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
东方探秘谷,0.0,0.20187773557734828,0.265434376416388,0.19189578520108297,0.2518776876077652,0.38215111583360317,0.12723187382787138,0.27507096565935335,0.0,0.0,0.0,0.11153299856249912,0.4366330310331757,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
东郭先生,0.7365474667466785,0.5172902427169295,0.33335976149010355,0.30980228447619607,0.35166032444688133,0.31664962417770415,0.30794662414482854,0.3539991414902749,0.0,0.0,0.0,0.11153299856249912,0.2963699873601046,0.7571428571428572,0.703601143291019,1.0,0.7216976134290604,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,1.0,0.0,0.2253696818102328,0.28064930037942587,0.55
丫丫的日常百科,0.0,0.20187773557734828,0.26047328485407467,0.24808885245663398,0.2938284053673718,0.3221969922394564,0.12625630357888704,0.32046786361097584,0.0,0.0,0.0,0.11153299856249912,0.3050376899341431,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
中医药里的故事,0.0,0.20187773557734828,0.2597354720831446,0.21716734680359476,0.3619449683639609,0.2894856416416262,0.22562299075365072,0.2203519329026427,0.0,0.0,0.0,0.11153299856249912,0.2504200107832526,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65
中华上下五千年,0.7659014174365674,0.5710181472673226,0.38816573341735494,0.34940760433842544,0.564415412592987,0.5488569625106059,0.3443737101864525,0.4114785392703644,0.0,0.0,0.0,0.11153299856249912,0.30666242079123074,0.7857142857142857,0.498166883498267,1.0,0.0,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.37580279548610007,0.34745682340679246,0.6
中华优秀传统文化系列动画片,0.0,0.20187773557734828,0.2392529989516926,0.21479718471721343,0.3609006352263429,0.363095082524868,0.1511775509147364,0.24324527936035203,0.0,0.0,0.0,0.11153299856249912,0.18143600284888686,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.9234653046378367,0.9885057471264368,0.0,0.0,0.0,0.0,0.0,0.0,0.25
中华勤学故事,,,,,,,,,,,,,,0.8428571428571429,0.553891641641249,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
中华名人小课堂,0.0,0.20187773557734828,0.22686287553432566,0.19841845182834972,0.2814114654324159,0.2660754446347622,0.10990053651752081,0.2508792608817895,0.0,0.0,0.0,0.11153299856249912,0.24706645553509649,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
中华名人小课堂：墨子篇,,,,,,,,,,,,,,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
中华廉政故事,0.0,0.20187773557734828,0.22974579143497956,0.17199336852976999,0.24042243926802292,0.35815487749910424,0.1493839975347788,0.21854953946870048,0.0,0.0,0.4259839852578149,0.5633454459396818,0.3239231090312162,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.9244039250989866,0.9425287356321839,0.0,0.0,0.0,0.0,0.0,0.0,0.6
中华民族风情录,,,,,,,,,,,,,,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
中华民间故事,0.6229388933785386,0.3100369333113597,0.21942673595158305,0.19189578520108297,0.30363893851261986,0.3969746974626411,0.16358798777249894,0.23141604000617633,0.0,0.0,0.0,0.11153299856249912,0.1411846524814716,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
中华美德,0.6427755730052764,0.3460865073847311,0.3589913424371002,0.321120329369449,0.5069452176418867,0.5296694581503935,0.2823072290602246,0.37845184742306204,0.0,0.0,0.0,0.11153299856249912,0.3785407881821067,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.24536515285213756,0.2969272283279606,0.6
中华美德 成语教育动画,0.0,0.20187773557734828,0.31681000654208824,0.2749949141333584,0.48435941284339123,0.5242524297868905,0.2823072290602246,0.3506702280854768,0.0,0.0,0.0,0.11153299856249912,0.2801495340936117,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.24536515285213756,0.2969272283279606,0.1
中华诗歌故事,0.0,0.20187773557734828,0.1653500465853037,0.1764897908842295,0.217367707721574,0.16431236242070246,0.12118284422048013,0.1758594792121825,0.0,0.0,0.0,0.11153299856249912,0.15333121039561537,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
中华诗歌故事唐宋篇,,,,,,,,,,,,,,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
中国民间故事 中國民間故事,,,,,,,,,,,,,,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
中国畅想曲,0.0,0.20187773557734828,0.3202203829667292,0.30012941517129965,0.3609006352263429,0.35643703715994435,0.2604678752084646,0.2763970650057804,0.0,0.0,0.6789460910641313,0.8757182600223913,0.2999522703591586,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
丹道至尊,,,,,,,,,,,,,,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
义薄情天 Broken Trail,,,,,,,,,,,,,,0.6428571428571429,0.45401458171408327,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
乌鸦为什么是黑的,0.6193432197256392,0.3035128958835356,0.3587148438556322,0.2822437417487325,0.38590962393670514,0.35815487749910424,0.3281830326864037,0.3674312293600418,0.0,0.0,0.0,0.11153299856249912,0.43538720816703247,0.7285714285714286,0.5777958288633986,1.0,0.455340497393906,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
乌龙僵尸 バンパイヤン・キッズ,,,,,,,,,,,,,,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
乌龙院,0.7424426276164806,0.5280774960370357,0.5241354725062884,0.43898610360766055,0.4791969588778127,0.3322444818462677,0.30514967680354954,0.49285309656858456,0.0,0.0,0.0,0.11153299856249912,0.4794382002227319,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.5778148719492228,0.5131177241653633,0.7
乐儿智慧乐园 世界各国,0.0,0.20187773557734828,0.15643864417932574,0.10489072931182503,0.219238378251831,0.08680964428057251,0.09143204984318956,0.24555722324655188,0.0,0.0,0.0,0.11153299856249912,0.18143600284888686,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.274418816847437,0.23909757264436998,0.25
乐儿智慧乐园 幼儿启蒙,0.0,0.20187773557734828,0.32802252094432044,0.31362099942990807,0.41713712608689535,0.3519715811286659,0.2492139256724269,0.37381605677951646,0.0,0.0,0.0,0.11153299856249912,0.1411846524814716,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.25607396108925007,0.2592170932194641,0.25
乐儿智慧王国 七巧板,0.0,0.20187773557734828,0.17326912219282423,0.15627628878010372,0.23444720858530665,0.33341513353136165,0.11229389470521764,0.20105713955061041,0.0,0.0,0.0,0.11153299856249912,0.10923535830178097,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.3795330705972417,0.352277954681508,0.25
乐儿智慧王国 博览名著,0.0,0.20187773557734828,0.10217557173475926,0.0,0.12386252755562742,0.10954157494713497,0.07017067027372444,0.12178737440503934,0.0,0.0,0.0,0.11153299856249912,0.16385303745267144,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
乐儿智慧王国 奇幻科普,0.0,0.20187773557734828,0.2707107376978836,0.1764897908842295,0.30533783888794597,0.17361928856114503,0.08241208022942127,0.1506076752398512,0.0,0.0,0.0,0.11153299856249912,0.08656697333058114,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
乐园市的快乐日常,0.0,0.20187773557734828,0.056136819932231366,0.07159906157240449,0.06486732727587198,0.0,0.045013425127390115,0.05019335646173647,0.0,0.0,0.0,0.11153299856249912,0.1411846524814716,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
乐比悠悠,0.6862324277419042,0.42531145175056373,0.374989082358328,0.3057458116407142,0.41731783121396915,0.37561701958189714,0.24842135736769308,0.39074084107446516,0.0,0.0,0.0,0.11153299856249912,0.3652011404359531,0.7285714285714286,0.4802715222621681,1.0,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.26817109883990065,0.23666481511836196,0.65
乐比悠悠学成语,0.0,0.20187773557734828,0.3206945132110819,0.27402938129682264,0.36681945014621925,0.33902156541308603,0.2448540550898496,0.36116031851676117,0.0,0.0,0.0,0.11153299856249912,0.2999522703591586,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
乔治·迈克尔：不一样的故事 George Michael: A Different Story,,,,,,,,,,,,,,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
乖桃与闹瓜,0.0,0.20187773557734828,0.16941962820968312,0.1268193902559452,0.09350518016594662,0.054770787473567485,0.07511310953362549,0.19148703691524818,0.0,0.0,0.0,0.11153299856249912,0.05461767915089048,0.7571428571428572,0.0,0.0,0.0,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.5547288408036387,0.0,0.0,0.05
亏成首富从游戏开始,0.7777803587001231,0.5927694911601536,0.8377716777919353,0.8017129483716937,0.8175510886601868,0.8230358265277009,0.8180239986631651,0.8348821442127047,0.9292929292929292,0.7354634794532816,0.0,0.11153299856249912,0.8023931955509837,0.6571428571428571,0.5360949685733037,1.0,0.6391511932854698,0.0,0.2893166297249092,0.1794536496611053,0.19323846643070017,0.0,0.0,0.0,0.0,0.0,0.3941748854267518,0.40605459326456694,0.3500114502996966,0.9
云深不知梦,0.0,0.20187773557734828,0.11873788259414576,0.07159906157240449,0.11003020295866757,0.054770787473567485,0.059211831811544505,0.12613690056898313,0.0,0.0,0.0,0.11153299856249912,0.10923535830178097,0.7571428571428572,0.0,1.0,0.5286339468194481,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.31843199064207056,0.3042941185988772,0.95
五侠笑闯中洲,0.0,0.20187773557734828,0.11873788259414576,0.07159906157240449,0.11003020295866757,0.054770787473567485,0.059211831811544505,0.12613690056898313,0.0,0.0,0.0,0.11153299856249912,0.10923535830178097,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.743456532441652,0.0,0.0,0.25
亡灵天灾：我抬手百万骨海,0.0,0.20187773557734828,0.5397546911926084,0.4581593238573902,0.5391033856745393,0.3400966506158916,0.44705312895462546,0.5427177033328541,0.0,0.0,0.0,0.11153299856249912,0.41827373763460285,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25
人体的微观世界 The Body,,,,,,,,,,,,,,0.8857142857142859,0.3313312125271573,0.9619547647592744,0.227670248696953,,,,,,,,,,,,,
人参果,0.8706881309430262,0.7629856185666194,0.4445187174263098,0.40249531658832943,0.4774783546766169,0.408108700226853,0.40027640334402836,0.37128450890534603,0.0,0.0,0.0,0.11153299856249912,0.4174896848486641,0.8000000000000002,0.6766553040044682,1.0,0.7563041955164012,0.6669167414895798,0.6801191196339283,0.7048829747992352,0.6633520057942004,0.0,0.0,0.0,0.0,1.0,0.0,0.5568902931580176,0.3785205525992712,0.65
今天的晚餐就是你,0.0,0.20187773557734828,0.7148247257533201,0.6636574074651327,0.636661117269913,0.6441438927787855,0.6648220120096935,0.6758483824869734,0.9595959595959596,0.5566151861734088,0.0,0.11153299856249912,0.6405982430946383,0.7571428571428572,0.0,0.7439547599910031,0.0,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
从不出手的我混成了天榜大佬·,0.0,0.20187773557734828,0.36379304665896034,0.3481720739811867,0.3417331146301248,0.08680964428057251,0.3232850976516778,0.3952970597323583,0.0,0.0,0.0,0.11153299856249912,0.3050376899341431,0.7571428571428572,0.0,0.9619547647592744,0.227670248696953,0.0,0.3041684960152025,0.2777856472521296,0.21520090843993486,0.0,0.0,0.0,0.0,0.0,0.041958214986887246,0.0,0.0,0.25
